record_id,source,pmid,doi,year,title,journal,authors,publication_types,title_abstract_decision,title_abstract_reason,abstract,pubmed_url
PUBMED-0163,PubMed,26391477,10.1186/s13018-015-0292-7,2015,"Debridement, internal fixation, and reconstruction using titanium mesh for the surgical treatment of thoracic and lumbar spinal tuberculosis via a posterior-only approach: a 4-year follow-up of 28 patients.",Journal of orthopaedic surgery and research,Zhang Hongqi; Zeng Kefeng; Yin Xinghua; Huang Jia; Tang Mingxing; Guo Chaofeng,"Journal Article; Research Support, Non-U.S. Gov't",include,符合首轮筛选,"BACKGROUND: The standard recommended method for surgical treatment of spinal tuberculosis is an anterior approach for debridement and fusion combined with posterior instrumentation. However, the method has its disadvantages. The aim of this study was to analyze the effectiveness and safety of treating thoracic and lumbar spinal tuberculosis with debridement, internal fixation reconstruction, and using specially formed titanium mesh cages via a posterior-only approach. METHODS: The authors retrospectively reviewed the cases of 28 patients with spinal tuberculosis treated by debridement, internal fixation, and reconstruction with a specially formed titanium mesh cage via a posterior-only approach. The levels involved were less than two contiguous vertebrae: 13 thoracic vertebrae, 5 thoracolumbar vertebrae, and 10 lumbar vertebrae. All patients suffered from back pain, and nine patients had neurologic deficits (two were class C and seven were in class D according to the American Spinal Injury Association classification). All patients were followed up every 3 months after surgery, with a minimum 48-month follow-up. The clinical efficacy was evaluated based on the visual analog scale (VAS), the Oswestry Disability Index (ODI), neurological status, kyphosis angle, and erythrocyte sedimentation rate (ESR). RESULTS: All patients obtained solid bony fusions without failure of fixation. The infections were resolved in all patients, as noted by normalization of their ESR. The average surgery time was 2 h and 15 min, with an average blood loss of 435 ml. The VAS scores dropped from a preoperative level of 6.31 ± 1.25 to the final follow-up level of 0.57 ± 0.14. The ODI scores dropped from 39.14 ± 12.38 preoperatively to 7.29 ± 3.09 at 1 year postoperatively and 6.77 ± 2.53 at final follow-up. The kyphosis Cobb's angle was corrected from 22.31° ± 4.26° preoperatively to 5.86° ± 0.57° at final follow-up. No subsidence of titanium mesh cage or posterior instrumentation failure was observed postoperatively. The neurological outcome increased by 1-2 grades in the patients with neurological deficits. CONCLUSIONS: Debridement, internal fixation, and reconstruction using specially formed titanium mesh cages via a posterior-only approach is effective and safe for treating adults with thoracic and lumbar spinal tuberculosis involving less than two contiguous levels.",https://pubmed.ncbi.nlm.nih.gov/26391477/
PUBMED-0164,PubMed,26232534,10.1016/j.cmi.2015.07.013,2015,"The course of spinal tuberculosis (Pott disease): results of the multinational, multicentre Backbone-2 study.",Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,Batirel A; Erdem H; Sengoz G; Pehlivanoglu F; Ramosaco E; Gülsün S; Tekin R; Mete B,Journal Article; Multicenter Study,include,符合首轮筛选,"We aimed to describe clinical, laboratory, diagnostic and therapeutic features of spinal tuberculosis (ST), also known as Pott disease. A total of 314 patients with ST from 35 centres in Turkey, Egypt, Albania and Greece were included. Median duration from initial symptoms to the time of diagnosis was 78 days. The most common complications presented before diagnosis were abscesses (69%), neurologic deficits (40%), spinal instability (21%) and spinal deformity (16%). Lumbar (56%), thoracic (49%) and thoracolumbar (13%) vertebrae were the most commonly involved sites of infection. Although 51% of the patients had multiple levels of vertebral involvement, 8% had noncontiguous involvement of multiple vertebral bodies. The causative agent was identified in 41% of cases. Histopathologic examination was performed in 200 patients (64%), and 74% were consistent with tuberculosis. Medical treatment alone was implemented in 103 patients (33%), while 211 patients (67%) underwent diagnostic and/or therapeutic surgical intervention. Ten percent of the patients required more than one surgical intervention. Mortality occurred in 7 patients (2%), and 77 (25%) developed sequelae. The distribution of the posttreatment sequelae were as follows: 11% kyphosis, 6% Gibbus deformity, 5% scoliosis, 5% paraparesis, 5% paraplegia and 4% loss of sensation. Older age, presence of neurologic deficit and spinal deformity were predictors of unfavourable outcome. ST results in significant morbidity as a result of its insidious course and delayed diagnosis because of diagnostic and therapeutic challenges. ST should be considered in the differential diagnosis of patients with vertebral osteomyelitis, especially in tuberculosis-endemic regions. Early establishment of definitive aetiologic diagnosis and appropriate treatment are of paramount importance to prevent development of sequelae.",https://pubmed.ncbi.nlm.nih.gov/26232534/
PUBMED-0165,PubMed,26166694,10.1016/j.reuma.2015.05.003,2016,Pott's disease: an Uncommon cause of thoracolumbar pain nowadays.,Reumatologia clinica,Ramírez Huaranga Marco Aurelio; Arenal López Rocío; Anino Fernández Joaquín; Villasanti Rivas Natalia,Case Reports; Journal Article,exclude,病例报告,,https://pubmed.ncbi.nlm.nih.gov/26166694/
PUBMED-0166,PubMed,26072613,,2015,"[Treatment of thoracolumbar spinal tuberculosis with single posterior debridement, bone grafting, internal fixation and local chemotherapy].",Zhongguo gu shang = China journal of orthopaedics and traumatology,Yan Ying-Qi; Xia Man-Li; Dai Jia-Ping; Gong Sui-Liang; Chen Gang; Zhou Xiao,English Abstract; Journal Article,include,符合首轮筛选,"OBJECTIVE: To evaluate the clinical effects of single posterior debridement, bone grafting, internal fixation and local chemotherapy in treating thoracolumbar spinal tuberculosis. METHODS: From February 2009 to September 2012,11 patients with thoracolumbar spinal tuberculosis were treated by single posterior debridement, bone grafting, internal fixation and local chemotherapy. There were 7 males and 4 females, aged from 27 to 65 years old with an average of 53.7 years. The courses of disease was from 3 months to 2 years with the mean of 9 months. According to ASIA standard of spinal cord injury, 3 cases were grade C and 8 cases D. After treatment, clinical effects were evaluated by ASIA grade, visual analogue score (VAS) and Oswestry Disability Index (ODI); kyphosis Cobb angle change was observed by X-rays. RESULTS: Eleven patients were followed up from 12 to 29 months with an average of 18 months. ASIA grade of spinal cord injury, 3 patients with grade C improved to grade D in 2 cases and grade E in 1 case 8 patients with grade D improved to grade E in 7 cases and unchanged in 1 case. VAS decreased from preoperative 6.10 ± 1.30 to 1.70 ± 0.80 at 3 d after operation (P < 0.05). ODI improved from preoperative (68.36 ± 10.41)% to (14.55 ± 8.99)% (P < 0.05) at 3 d after operation. Kyphotic Cobb angle was corrected from preoperative (22.64 ± 4.84)° to (4.27 ± 1.49)° (P < 0.05) on the 3rd day after operation, and angle loss was mild at final follow-up, there was no significant difference between postoperative at 3 d and final follow-up. CONCLUSION: Single posterior debridement, bone grafting, internal fixation and local chemotherapy for the treatment of thoracolumbar spinal tuberculosis can effectively remove the lesion, improve nerve function and correct deformity, has advantage of single incision, little trauma, and low recurrence rate. But it still need long-term and systemic treatment with anti-TB drugs.",https://pubmed.ncbi.nlm.nih.gov/26072613/
PUBMED-0167,PubMed,25962732,10.1186/s13018-015-0195-7,2015,Analysis of 17 cases of posterior vertebral column resection in treating thoracolumbar spinal tuberculous angular kyphosis.,Journal of orthopaedic surgery and research,Zhou Tianhua; Li Chuan; Liu Bin; Tang Xun; Su Yongyue; Xu Yongqing,Journal Article,include,符合首轮筛选,"OBJECTIVE: This study aims to explore the efficacy and safety of posterior vertebral column resection (PVCR) in treating thoracolumbar spinal tuberculous angular kyphosis (TSTAK). METHODS: From January 2008 to January 2012, 17 TSTAK patients were treated surgically, including five males and 12 females, with an average age of 23.6 years, among five cases who had the kyphotic apical vertebrae located at the thoracic vertebrae, ten cases were located at the thoracolumbar segment, and two cases were located at the lumbar vertebrae. The kyphotic Cobb angle was measured in the preoperative, postoperative, and final follow-up, respectively, and the nerve function ASIA classification was assessed. RESULTS: The mean operative time was 364 min; the average intraoperative blood loss was 2,218 ml; and the average intraoperative blood transfusion was 1,863 ml. Among the five patients with the preoperative nerve function as grade D, four of them recovered to grade E. The preoperative average Cobb angle was 81.3° ± 12.8°, while the postoperative average Cobb average was 17.3° ± 3.6°; while it was significantly improved than the preoperative (P < 0.01), the average kyphosis correction rate was 68.7% ± 6.5%; the postoperative average follow-up was 18.7 months, with an average correction loss as 3.3°. CONCLUSION: PVCR could be safely and effectively used in TSTAK.",https://pubmed.ncbi.nlm.nih.gov/25962732/
PUBMED-0168,PubMed,25953095,10.1007/s00381-015-2738-y,2015,Modified pedicle subtraction osteotomies (mPSO) for thoracolumbar post-tubercular kyphosis in pediatric patients: retrospective clinical cases and review of the literature.,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,Hong-Qi Zhang; Yong Chen; Jia Huang; Chaofeng Guo; Xiongke Hu,"Journal Article; Research Support, Non-U.S. Gov't; Review",include,人工复核纳入,"PURPOSE: The purpose of this study was to evaluate the clinical and radiographic outcomes of modified pedicle subtraction osteotomy (mPSO) for thoracolumbar post-tubercular kyphosis in pediatric patients. METHODS: From January 2008 to August 2012, 26 consecutive pediatric patients with thoracolumbar post-tubercular kyphosis underwent modified pedicle subtraction osteotomy (mPSO). The clinical and radiologic outcomes were analyzed preoperatively, postoperatively, and at the last follow-up. RESULTS: Twenty-six patients with thoracolumbar post-tubercular kyphosis underwent mPSO. The average operation time was 256 min (188~314 min). The mean follow-up was 41 months (18~56 months). The mean estimated blood loss was 870 ml (620 ~ 1020 ml). The thoracolumbar kyphotic angle ranged from 51° to 79° before operation, 60.6° in average. The mean thoracolumbar kyphotic Cobb angle was 19.7° after operation, with a mean correction of 40.9°. The C7 sagittal plumb line was 3.8 cm after operation, comparing to the 10.5 cm preoperative. The mean preoperative angle of thoracic kyphosis (TK) was 9.9° ± 1.2° and increased to 11.8° ± 1.4°, postoperatively. Lumbar lordosis (LL) improved from -22.8° ± 4.9° preoperative to -17.8° ± 2.1° postoperative. Visual analogue scale (VAS) was 8.7 ± 1.1 preoperative and 1.2 ± 0.4 postoperative, respectively. The mean Oswestry Disability Index (ODI) improved from 49.2 ± 5.3 before surgery to 10.8 ± 3.3 postoperative (P < 0.01). All patients received good bone healing, no significant loss of correction angle. Most patients (24/26) considered pain and exterior was significantly improved. CONCLUSION: Modified pedicle subtraction osteotomy (mPSO) is effective and reliable for thoracolumbar post-tubercular kyphosis in pediatric patients.",https://pubmed.ncbi.nlm.nih.gov/25953095/
PUBMED-0169,PubMed,25909274,10.3171/2014.11.SPINE14710,2015,Expanded eggshell procedure combined with closing-opening technique (a modified vertebral column resection) for the treatment of thoracic and thoracolumbar angular kyphosis.,Journal of neurosurgery. Spine,Liu Xinyu; Yuan Suomao; Tian Yonghao; Wang Lianlei; Zheng Yanping; Li Jianmin,"Journal Article; Research Support, Non-U.S. Gov't",include,符合首轮筛选,"OBJECT: The purpose of this study was to determine the efficacy of a modified vertebral column resection for the treatment of thoracolumbar angular kyphosis. METHODS: A total of 13 patients (8 male, 5 female) with thoracolumbar kyphosis (kyphotic angle > 60°) were included in this study (Group A). There were 3 patients with failure of spinal formation (Type 1 deformity), 6 patients with old thoracic or lumbar compression fracture, and 4 patients with old spinal tuberculosis (including 1 case of T3-5 vertebral malunion). The average preoperative kyphotic angle was 67.3° (range 62°-75°). Each patient underwent an expanded eggshell procedure combined with the closing-opening technique for the treatment of thoracolumbar angular kyphosis. Sixteen patients who were previously treated with a closing-opening wedge osteotomy in the same spine classification group (kyphotic angle > 60°) were used as a control group (Group B). RESULTS: In Group A, the average (± SD) operative time was 400 ± 60 minutes, and the average blood loss was 960 ± 120 ml. There were no surgery-related complications observed during or after the operations. The average local kyphotic angle was 20.3° (range 18°-24.5°), and the average correction rate was 68.7%. In Group B, the average operative time was 470 ± 90 minutes, and the average blood loss was 2600 ± 1600 ml (range 1200-8200 ml). There were segmental vessels and spinal canal venous plexus injury in 1 case, spinal cord injury in 1 case, dural tearing in 2 cases, pleural rupture in 2 cases, and hemothorax and pneumothorax in 1 case. Each patient had more than 2 years of follow-up. At the latest follow-up examination, the average regional kyphotic angle was 19.9° ± 9.1° (range 19°-34°), and there was no significant loss of correction (p > 0.05). There was greater blood loss and a higher complication rate in Group B than in Group A (p < 0.05). CONCLUSIONS: An expanded eggshell procedure combined with the closing-opening technique for the treatment of thoracolumbar angular kyphosis resulted in significant reduction of the kyphotic angle, few complications, and good follow-up results. However, a larger series of patients and long-term follow-up results is still required to verify the effectiveness and safety of this method.",https://pubmed.ncbi.nlm.nih.gov/25909274/
PUBMED-0170,PubMed,25860219,10.1097/MD.0000000000000721,2015,Anterolateral radical debridement and interbody bone grafting combined with transpedicle fixation in the treatment of thoracolumbar spinal tuberculosis.,Medicine,Cheng Zhaohui; Wang Jian; Zheng Qixin; Wu Yongchao; Guo Xiaodong,Journal Article,include,符合首轮筛选,"This retrospective cohort study was conducted to evaluate the clinical outcomes of radical anterolateral debridement and autogenous ilium with rib or titanium cage interbody autografting with transpedicle fixation for the treatment of thoracolumbar tuberculosis. Spinal tuberculosis operation aims to remove the lesions and necrotic tissues, remove spinal cord compression, and reconstruct spinal stability. However, traditional operation methods cannot effectively correct cyrtosis or stabilize the spine. In addition, the patient needs to stay in bed for a long time and may have many complications. So far, the best surgical method and fixation method for spinal tuberculosis remain controversial. There were a total of 43 patients, 16 involving spinal cord injury, from January 2004 to January 2011. The patients were surgically treated for radical anterolateral debridement via posterolateral incision and autogenous ilium with rib or titanium cage interbody autografting and single-stage transpedicle fixation. All the patients were followed up to determine the stages of intervertebral bone fusion and the corrections of spinal kyphosis with the restoration of neurological deficit. The erythrocyte sedimentation rate (ESR) of these patients decreased to normal levels for a mean of 2.8 months. The function of feeling, motion, and sphincter in 16 paraplegia cases gradually recovered after 1 week to 3 months postoperatively, and the American Spinal Injury Association scores significantly increased at the final follow-up. Intervertebral bone fusions were all achieved postoperatively. No internal fixation devices were loose, extracted, or broken. There was no correction degree loss during the follow-up. The method of radical anterolateral debridement and autogenous ilium with rib or titanium cage interbody autografting and single-stage transpedicle fixation was effective for the treatment of thoracolumbar tuberculosis, correcting kyphotic deformity, and reconstructing spinal stability, obtaining successful intervertebral bony fusion and promoting the recovery of paraplegia. These results showed satisfactory clinical outcomes.",https://pubmed.ncbi.nlm.nih.gov/25860219/
PUBMED-0171,PubMed,25840822,10.1016/j.tube.2015.02.033,2015,"Unusual spinal tuberculosis in an Avar Age skeleton (Csongrád-Felgyő, Ürmös-tanya, Hungary): A morphological and biomolecular study.","Tuberculosis (Edinburgh, Scotland)",Pálfi G; Maixner F; Maczel M; Molnár E; Pósa A; Kristóf L A; Marcsik A; Balázs J,"Case Reports; Historical Article; Journal Article; Research Support, Non-U.S. Gov't",exclude,病例报告,"The paleopathological analysis of a well-preserved young adult female skeleton from the AD 7-8th century (Avar Age) in Hungary revealed multiple lytic lesions in all of the thoracic and lumbar vertebral bodies. The lesions were characterized by smooth marginal zones and space-occupying mass appearance. The considerable loss of spongy bone in the thoracolumbar vertebrae resulted in angular deformity and fusion, characteristic of the healing stage of TB. Osteolytic lesions were also observed on the vertebral processes, ribs and sternum. On the endocranial surface, abnormal blood vessel impressions were revealed, indicating some kind of meningitis. The X-ray and CT analysis of the affected bones detected abnormal structures and cystic zones of destruction. The lesions were however not always bordered by areas of increased density, which is typical in cystic TB. Vertebral remains were also subjected to biomolecular analysis in two different laboratories, which attested the presence of Mycobacterium tuberculosis complex (MTBC) DNA and supported the paleopathological diagnosis of TB. Spoligotyping analysis confirmed the presence of MTBC DNA and more specifically an infection caused by bacteria belonging to the M. tuberculosis lineage. This case study provides new data for the paleoepidemiology of TB in this geographical area and historical period, and draws attention to the great variability of TB lesions in the human skeleton.",https://pubmed.ncbi.nlm.nih.gov/25840822/
PUBMED-0172,PubMed,25739260,,2014,[MRI-based follow-up study of spinal tuberculosis in children].,Zhongguo gu shang = China journal of orthopaedics and traumatology,Zhang Cheng-bing; He Lei; Wang Yong-jiao; He Jia-wei; Ji Tao-tao; Yan Zhi-han,"Journal Article; Research Support, Non-U.S. Gov't",include,符合首轮筛选,"OBJECTIVE: To investigate the value of MRI follow-up in pediatric patients with spinal tuberculosis. METHODS: From February 2004 to April 2013, MRI imaging data in 21 children with spinal tuberculosis by pathologically and clinically proven were retrospectively analysed. There were 11 males and 10 males, with an average age of 9.4 years old ranging from 2 to 14 years old. Eighteen patients were received conservative treatment, 3 patients were treated by surgical operation. The course of disease ranged from 2 months to 3 years. All cases underwent two or more MRI examinations for follow-up. MRI findings of the first and second examination were comparatively analyzed,including signal changes of vertebral body and intervertebral, paraspinal abscess and the change of kyphosis angle. RESULTS: In the 21 cases with tuberculosis, 85 vertebral bodies were affected in total, including 10.6%(9/85), 49.4%(42/85) and 40%(34/85) vertebral bodies separately in the cervical,thoracic, lumbosacral spine. Follow-up MRI showed vertebral body shape and signal had no obvious change during or after treatment, 15 cases with vertebral bodies changed flat or cuneate, 10 cases with disc involvement,and intervertebral space became narrowing at different level. Among 13 patients with kyphosis angle greater than 0°, 7 were located on thoracic, 2, 3, 1 were on thoracolumbar, lumbar and cervical spine, respectively. Among 18 cases with conservative treatment,kyphosis angle were 0° on the first and the follow up MRI of 8 patients. One case of mild (<10°) kyphosis,follow-up MRI during therapy showed the angle slightly increased; 5 cases with moderate (10° to 30°), follow-up MRI during therapy showed no obvious change; 4 cases with severe (>30°), follow-up MRI during and after therapy showed kyphosis increased in varying degrees. CONCLUSION: Follow-up MRI can make a big difference in the spinal tuberculosis of children; it can clearly show the change of the vertebral body and intervertebral space, paraspinal abscess and the kyphosis angle after the treatment,which can provide reference for clinical treatment and estimating prognosis.",https://pubmed.ncbi.nlm.nih.gov/25739260/
PUBMED-0173,PubMed,25558312,10.4184/asj.2014.8.6.711,2014,The Extended Posterior Circumferential Decompression Technique in the Management of Tubercular Spondylitis with and without Paraplegia.,Asian spine journal,Rathinavelu Barani; Arockiaraj Justin; Krishnan Venkatesh; Amritanand Rohit; Sundararaj Gabriel David,Journal Article,include,符合首轮筛选,"STUDY DESIGN: Retrospective clinical series. PURPOSE: To study the clinical, functional and radiological results of patients with tuberculous spondylitis with and without paraplegia, treated surgically using the ""Extended Posterior Circumferential Decompression (EPCD)"" technique. OVERVIEW OF LITERATURE: With the increasing possibility of addressing all three columns by a single approach, posterior and posterolateral approaches are gaining acceptance. A single exposure for cases with neurological deficit and kyphotic deformity requiring circumferential decompression, anterior column reconstruction and posterior instrumentation is helpful. METHODS: Forty-one patients with dorsal/dorsolumbar/lumbar tubercular spondylitis who were operated using the EPCD approach between 2006 to 2009 were included. Postoperatively, patients were started on nine-month anti-tuberculous treatment. They were serially followed up to thirty-six months and both clinical measures (including pain, neurological status and ambulatory status) and radiological measures (including kyphotic angle correction, loss of correction and healing status) were used for assessment. RESULTS: Disease-healing with bony fusion (interbody fusion) was seen in 97.5% of cases. Average deformity (kyphosis) correction was 54.6% in dorsal spine and 207.3% in lumbar spine. Corresponding loss of correction was 3.6 degrees in dorsal spine and 1.9 degrees in the lumbar spine. Neurological recovery in Frankel B and C paraplegia was 85.7% and 62.5%, respectively. CONCLUSIONS: The EPCD approach permits all the advantages of a single or dual session anterior and posterior surgery, with significant benefits in terms of decreased operative time, reduced hospital stay and better kyphotic angle correction.",https://pubmed.ncbi.nlm.nih.gov/25558312/
PUBMED-0174,PubMed,27738623,,2015,INTRAMEDULLARY TUBERCULOMA OF THORACIC SPINAL CORD IN AN APPARENTLY HEALTHY NIGERIAN: CASE REPORT.,Journal of the West African College of Surgeons,Yusuf A S; Adeleke N A; Babalola O M; Wahab K W; Oyebanji L O; Ahmed A B; Omokanye H K,Case Reports; Journal Article,exclude,病例报告,Spinal intramedullary is an uncommon form of tuberculosis causing spinal cord injury in this environment. We report a case of thoracic intramedullary tuberculoma in an immunocompetent male Nigerian with negative screening for tuberculosis. He presented with 8 months history of back pain and 2 months history of progressive weakness in both lower limbs. Physical examination revealed a well-nourished man with spastic paraplegia. Chest radiograph and CT scan were normal but Magnetic resonance imaging (MRI) of the thoracolumbar region showed cord oedema and circumscribed intramedullary lesions at D12 and L1 levels with target sign. The patient was promptly prepared and had D12 and L1 laminectomy and posterior myelotomy with excision of the intramedullary lesion. Histology showed granulomatous lesion with central caseation in keeping with a tuberculoma. He was treated with a 4-drug antituberculous regimen with physiotherapy and he made complete neurological recovery 8 months post-operatively. Intramedullary tuberculoma should be considered in differential diagnosis of intramedullary tumors in this environment. Treatment with antituberculous drugs results in good outcome.,https://pubmed.ncbi.nlm.nih.gov/27738623/
PUBMED-0175,PubMed,25424363,10.1007/s00464-014-3913-z,2015,Minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis.,Surgical endoscopy,Zhang X; Zhang Z; Zhang Y; Wang J; Lu M; Hu W; Wang Y; Ma X,"Journal Article; Research Support, Non-U.S. Gov't",include,符合首轮筛选,"BACKGROUND AND STUDY AIMS: Minimally invasive retroperitoneoscopic surgery (MIS) for psoas abscess (PA) in patients with thoracolumbar tuberculosis is not well-illustrated and has not reached the status of being fully clinically assessed when we review the English literatures. The aim of this study is to introduce and investigate on efficacy and feasibility of MIS (retroperitoneoscopic technique) for PA in patients with thoracolumbar tuberculosis. PATIENTS AND METHODS: From January 2008 to 2013, 39 consecutive patients of the diagnosis of PA with thoracolumbar tuberculosis received the debridement of abscesses and cavity walls of abscesses by the retroperitoneoscopic technique (MIS) in combination with anti-tuberculosis chemotherapy. Medical records and follow-up data were retrospectively studied. CRP and ESR of every patient preoperatively and postoperatively were analyzed RESULTS: Immediate relief in clinical symptoms and signs, and amelioration in imaging and laboratory examinations were obviously observed in all the patients. The follow-up had proceeded for 12-48 (mean 23) months. No complication was observed during the follow-up postoperatively. CONCLUSIONS: The retroperitoneoscopic technique for PA gain advantages in terms of shorter hospital stay, minimal invasiveness, absence of radiation, quicker recovery to daily life compared with percutaneous drainage, and anterior or posterior debridement surgery. Despite the technique not been fully clinically proved, it seems to be a recommended option as an effective diagnostic and therapeutic technique for PA, especially with massive or complicated PA.",https://pubmed.ncbi.nlm.nih.gov/25424363/
PUBMED-0176,PubMed,25328472,,2014,Surgical treatment of spinal tuberculosis complicated with extensive abscess.,The Iowa orthopaedic journal,Soares Do Brito Joaquim; Tirado António; Fernandes Pedro,Journal Article,include,符合首轮筛选,"PURPOSE: Tuberculosis can be responsible for extensive spinal lesions. Despite the efficacy of medical treatment, surgery is indicated to avoid or correct significant deformity, treat spinal instability, prevent neurological compromise, and to eradicate an extensive tuberculous abscess. In this paper we present our experience in the surgical management of spinal tuberculosis complicated with large abscess. PATIENTS AND METHODS: Fifteen patients with spinal tuberculosis complicated with extensive abscess were identified; and nine of those patients had extension of the infection into the epidural space. The average age at treatment was 34 years old. Seven patients had thoracic infection, seven patients had lumbar infection and one had thoracolumbar infection. Six patients had neurological deficit at presentation. All patients were surgically treated with abscess debridement, spinal stabilization and concurrent antituberculous chemotherapy. A single anterior surgical approach was used in three cases, a posterior approach was used in four others and a combined approach was performed in eight patients. RESULTS: Surgical management allowed for effective abscess debridement and sspinal stabilization in this cohort. In combination with antituberculous drugs, surgical treatment resulted in infection eradication and bone fusion in all patients at 24 month average follow-up. Satisfactory neurological outcomes with improved American Spinal Injury Association (ASIA) scores were observed in 100% of patients. CONCLUSION: Surgical treatment for spinal tuberculosis abscess can lead to satisfactory clinical outcomes.",https://pubmed.ncbi.nlm.nih.gov/25328472/
PUBMED-0177,PubMed,25205385,10.1007/s00586-014-3565-7,2014,Surgical treatment of thoracolumbar tuberculosis: a retrospective analysis of autogenous grafting versus expandable cages.,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Tosun Bilgehan; Erdemir Cengiz; Yonga Omer; Selek Ozgür,Comparative Study; Journal Article,include,符合首轮筛选,"PURPOSE: There has been no uniform and extensive description of the use of expandable cages in the setting of thoracolumbar tuberculosis. The purpose of the study was to evaluate the results of the expandable cages and compare with autogenous strut grafting in thoracolumbar tuberculosis. METHODS: From January 2003 to January 2014, a total of 28 patients with thoracolumbar tuberculosis were treated surgically in our medical center. Patients were divided into three groups. 17 patients received anterior-only surgery; consisting of autogenous iliac bone grafting only in 9 (Group 1), grafting with anterior screw-rod system instrumentation after debridement in 8 patients (Group 2). 11 patients underwent anterior surgery including debridement and distraction of the kyphosis by cages after corpectomy following posterior instrumentation (Group 3).The changes in degree of kyphotic deformity, loss of correction, intervertebral height and loss of intervertebral height were evaluated preoperatively, postoperatively and at the final follow-up. RESULTS: Patients were followed 52 ± 10.7 months (range, 18-120 months). Mean age in the Group 1 was 42 (18-69) years, 62 (19-86) years in the Group 2 and 51 (19-71) years in the Group 3. There was no statistically significant difference (P > 0.05) in the focal kyphosis preoperatively, postoperatively and at the last follow-up between three groups. There were statistically significant differences (P < 0.05) in loss of correction, intervertebral height (preoperative, postoperative and final follow-up) and loss of intervertebral height between three groups. There was a greater loss of correction in Group 1 when compared with Group 2 and Group 3. The difference was statistically significant (p < 0.001). There was no statistically significant difference in the intervertebral height postoperatively and follow-up between Group 1 and Group 2. There was a significant increase in the intervertebral height in Group 3 when compared with Group 1 and Group 2. There was also a significant increase in the intervertebral height in Group 2 when compared with Group 1. There was a greater loss of intervertebral height in Group 1 than in Group 2 and Group 3. The difference was statistically significant (p < 0.001). CONCLUSIONS: Expandable cages are an acceptable surgical option for the treatment of thoracolumbar tuberculosis. Sagittal alignment is better prevented with the expandable cages than anterior grafting with or without anterior instrumentation. Subsidence of the expandable cages is not uncommon and results in the loss of Cobb angle correction and intervertebral height. However, anterior vertebral column reconstruction by expandable cages provides a very high and effective rate of deformity correction and maintenance.",https://pubmed.ncbi.nlm.nih.gov/25205385/
PUBMED-0178,PubMed,25187860,10.4184/asj.2014.8.4.435,2014,Surgery-related complications and sequelae in management of tuberculosis of spine.,Asian spine journal,Moon Myung-Sang; Kim Sung-Soo; Moon Young-Wan; Moon Hanlim; Kim Sung-Sim,Journal Article,include,符合首轮筛选,"STUDY DESIGN: Medical record-based survey. PURPOSE: To survey the overall incidence of the intra- and postoperative complications and sequelae, and to propose the preventive measures to reduce complications in the spinal tuberculosis surgery. OVERVIEW OF LITERATURE: There is no study focused on the surgery-related complications and sequelae, with some touching lightly on the clinical problems. METHODS: There were 901 patients in this study, including 92 paraplegics. One hundred eighty-six patients had no visible deformity, while those of 715 patients were visible. Six hundred fifty-nine patients had slight to moderate non-rigid kyphosis, and 56 had severe rigid kyphosis. Sixty-seven out of 92 paraplegics had slight to moderate non-rigid kyphosis, and 25 had severe kyphosis. There were 134 cervical and cervicodorsal lesions, 518 thoracic and thoracolumbar lesions, and 249 lumbar and lumbosacral lesions. Seven hundred sixty-four patients had primarily anterior surgeries, and 137 had posterior surgeries. Instrumentation surgery was combined in 174 patients. RESULTS: There were intra- and postoperative complications: direct large vessel and neurological injuries (cord, roots, nerves), late thrombophlebitis, various thoracic cavity problems, esophagus and ureter injuries, peritoneum perforation, ileus, wound infections, stabilization failure, increase of deformity and late adjacent joint and bone problems. Thrombophlebitis and sympatheticolysis symptoms and signs in the lower limbs were the most common complications related with anterior lumbar and lumbosacral surgeries. Kyphosis increased in 31.5% of the non-instrumented anterior surgery cases (42% in children and 21% in adults). CONCLUSIONS: The safe, effective and most familiar surgical procedure should be adopted to minimize complications and sequelae. Cosmetic spinal surgery should be withheld if functional improvement could not be expected.",https://pubmed.ncbi.nlm.nih.gov/25187860/
